tpep_pickup_datetime,passenger_count,pickup_longitude,pickup_latitude,h3_index,pickup_date
2016-01-04 01:04:00,1,-73.7767333984375,40.64547729492188,882a103b1dfffff,2016-01-04
2016-01-04 01:04:00,1,-73.89267730712889,40.74728012084961,882a100c69fffff,2016-01-04
2016-01-04 01:04:01,5,-73.95209503173827,40.781375885009766,882a100899fffff,2016-01-04
2016-01-04 01:04:02,1,-73.99356842041014,40.69181823730469,882a107299fffff,2016-01-04
2016-01-04 01:04:03,1,-73.78184509277344,40.64477157592773,882a103b1dfffff,2016-01-04
2016-01-04 01:04:05,1,-73.96481323242188,40.76663589477539,882a100d69fffff,2016-01-04
2016-01-04 01:04:06,1,-73.99179840087889,40.75954818725586,882a10725bfffff,2016-01-04
2016-01-04 01:04:07,1,-74.00411224365233,40.751930236816406,882a107253fffff,2016-01-04
2016-01-04 01:04:07,1,-73.99205017089844,40.756362915039055,882a10725bfffff,2016-01-04
2016-01-04 01:04:08,2,-73.79005432128906,40.64723205566406,882a103b03fffff,2016-01-04
2016-01-04 01:04:09,1,-73.94515991210938,40.80838394165039,882a1008ddfffff,2016-01-04
2016-01-04 01:04:09,1,-73.99932861328125,40.73389434814453,882a100d27fffff,2016-01-04
2016-01-04 01:04:09,1,-73.94908142089844,40.7815818786621,882a100899fffff,2016-01-04
2016-01-04 01:04:10,1,-73.77864837646483,40.64677429199219,882a103b1dfffff,2016-01-04
2016-01-04 01:04:10,1,-74.00151824951173,40.71567535400391,882a1072c3fffff,2016-01-04
2016-01-04 01:04:10,2,-73.97106170654298,40.7572135925293,882a100d61fffff,2016-01-04
2016-01-04 01:04:11,1,-73.98764038085938,40.74404525756836,882a100d21fffff,2016-01-04
2016-01-04 01:04:12,1,-74.00252532958984,40.73959732055664,882a10721bfffff,2016-01-04
2016-01-04 01:04:13,1,-73.9813003540039,40.76898956298828,882a100d6dfffff,2016-01-04
2016-01-04 01:04:13,1,-73.99107360839844,40.727935791015625,882a1072c9fffff,2016-01-04
2016-01-04 01:04:14,1,-74.01134490966798,40.70319366455078,882a107281fffff,2016-01-04
2016-01-04 01:04:15,4,-73.78942108154298,40.647506713867195,882a103b03fffff,2016-01-04
2016-01-04 01:04:15,4,-73.98554992675781,40.778228759765625,882a1008b1fffff,2016-01-04
2016-01-04 01:04:16,1,-73.97907257080078,40.74037551879882,882a100d2bfffff,2016-01-04
2016-01-04 01:04:16,1,-73.99238586425781,40.72110748291016,882a1072cbfffff,2016-01-04
2016-01-04 01:04:17,1,-74.00305938720702,40.73360443115234,882a1072cdfffff,2016-01-04
2016-01-04 01:04:17,1,-73.7766342163086,40.64534378051758,882a103b1dfffff,2016-01-04
2016-01-04 01:04:17,1,-73.87467956542967,40.774120330810554,882a100f57fffff,2016-01-04
2016-01-04 01:04:17,1,-73.91368865966798,40.765579223632805,882a100f31fffff,2016-01-04
2016-01-04 01:04:19,1,-73.98487854003906,40.747802734375,882a100d29fffff,2016-01-04
2016-01-04 01:04:20,1,-73.97745513916014,40.76412582397461,882a100d61fffff,2016-01-04
2016-01-04 01:04:21,1,-74.00273132324217,40.72859573364258,882a1072cdfffff,2016-01-04
2016-01-04 01:04:21,1,-73.98641967773438,40.76408386230469,882a100d65fffff,2016-01-04
